Date		Time of day	Germany/Austria/Luxembourg[Euro/MWh]	Denmark 1[Euro/MWh]	Denmark 2[Euro/MWh]	France[Euro/MWh]	Northern Italy[Euro/MWh]	Netherlands[Euro/MWh]	Poland[Euro/MWh]	Sweden 4[Euro/MWh]	Switzerland[Euro/MWh]	Slovenia[Euro/MWh]	Czech Republic[Euro/MWh]	Hungary[Euro/MWh]
15-Mar	2018	12:00 AM	25.36	35.53	37.99	25.36	-	25.36	-	37.99	46.59	25.36	24.7	24.7
15-Mar	2018	1:00 AM	20.41	30.04	30.04	20.41	-	20.41	-	37.59	41.79	20.41	22.6	22.6
15-Mar	2018	2:00 AM	18.42	27.38	27.38	18.42	-	18.42	-	37.56	39.09	18.42	21.23	21.23
15-Mar	2018	3:00 AM	14.91	14.91	14.91	11.5	-	14.06	-	38.07	37.38	14.91	19.5	19.5
15-Mar	2018	4:00 AM	13.25	13.25	13.25	8.58	-	12.1	-	38.55	36.1	13.25	21.47	21.47
15-Mar	2018	5:00 AM	18.35	18.35	40.46	18.35	-	18.35	-	40.46	42.03	18.35	24.4	24.4
15-Mar	2018	6:00 AM	32.76	32.76	41.59	33.84	-	39.79	-	41.59	53.45	32.76	34.29	34.29
15-Mar	2018	7:00 AM	40.49	40.49	53.07	42.67	-	48.06	-	53.07	61.9	40.49	41	41
15-Mar	2018	8:00 AM	39.99	39.99	73.48	44.51	-	57.09	-	73.48	65.02	39.99	37.36	37.36
15-Mar	2018	9:00 AM	30	30	71.18	46.25	-	60.1	-	71.18	65.12	30	33.96	33.96
15-Mar	2018	10:00 AM	19.48	19.48	58	47.06	-	47.06	-	58	64.39	19.48	28.07	28.07
15-Mar	2018	11:00 AM	15.2	15.2	53.37	44.44	-	49	-	53.37	63.68	15.2	26.5	26.5
15-Mar	2018	12:00 PM	13.65	13.65	50.32	41.76	-	45.1	-	50.32	61.96	13.65	23.9	23.9
15-Mar	2018	1:00 PM	13.56	13.56	46.02	39.7	-	59.4	-	46.02	62	13.56	23.31	23.31
15-Mar	2018	2:00 PM	18.85	18.85	43.93	35.17	-	58.9	-	43.93	61.85	18.85	21.57	21.57
15-Mar	2018	3:00 PM	21.25	21.25	43.99	34.01	-	62.85	-	43.99	61.62	21.25	24.95	24.95
15-Mar	2018	4:00 PM	24	24	42.27	33.61	-	66.58	-	42.27	64	24	28.01	28.01
15-Mar	2018	5:00 PM	30.62	30.62	42.16	36.05	-	72.61	-	42.16	63.84	30.62	32.9	32.9
15-Mar	2018	6:00 PM	39.55	39.55	43.87	48	-	58.05	-	43.87	68.16	39.55	38	38
15-Mar	2018	7:00 PM	38.86	38.86	43.37	72.85	-	78	-	43.37	69.09	38.86	38.19	38.19
15-Mar	2018	8:00 PM	30.36	30.36	30.36	54.01	-	72.66	-	41.25	63.98	30.36	32.66	32.66
15-Mar	2018	9:00 PM	29.07	27.06	29.07	40.93	-	60	-	40.85	59.06	29.07	27.06	27.06
15-Mar	2018	10:00 PM	25.66	22.59	25.66	40.04	-	50	-	39.18	56	25.66	24.5	24.5
15-Mar	2018	11:00 PM	17.02	9.87	17.02	34.01	-	49.2	-	38.08	49.03	17.02	17.69	17.69
16-Mar	2018	12:00 AM	12.08	12.08	19.93	45.42	-	43.7	-	37.82	44.04	12.08	8.77	8.77
16-Mar	2018	1:00 AM	12.01	12.01	12.01	37.17	-	46.7	-	37.6	37.21	12.01	7	7
16-Mar	2018	2:00 AM	8.06	8.06	8.06	34	-	45.34	-	37.53	35.03	8.06	5.36	5.36
16-Mar	2018	3:00 AM	10.84	10.84	10.84	30.55	-	42	-	37.56	33.09	10.84	5.32	5.32
16-Mar	2018	4:00 AM	13.4	13.4	13.4	29.97	-	43.8	-	38.1	33.93	13.4	8.72	8.72
16-Mar	2018	5:00 AM	24.49	24.49	24.49	35.55	-	44	-	40.59	42.01	24.49	12.72	12.72
16-Mar	2018	6:00 AM	37.76	37.76	42.31	44.46	-	50.72	-	42.31	58.2	37.76	27.41	27.41
16-Mar	2018	7:00 AM	45.86	39.82	47	50.72	-	60.22	-	47	66.93	45.86	40	40
16-Mar	2018	8:00 AM	47.98	40.16	49.04	55.29	-	73.37	-	49.04	72.15	47.98	44.01	44.01
16-Mar	2018	9:00 AM	44.97	39.2	46.77	55.99	-	79.53	-	46.77	69.05	44.97	42.25	42.25
16-Mar	2018	10:00 AM	44	38.94	44.68	53.89	-	75.07	-	44.68	66.06	44	41	41
16-Mar	2018	11:00 AM	42	38.55	43.61	53.4	-	72.19	-	43.61	66.05	42	38.64	38.64
16-Mar	2018	12:00 PM	38.1	32.1	42.49	52.11	-	63.37	-	42.49	58.99	38.1	37	37
16-Mar	2018	1:00 PM	31.97	31.97	41.92	50.18	-	58.23	-	41.92	58.87	31.97	33.99	33.99
16-Mar	2018	2:00 PM	27.09	27.09	41.81	46.5	-	53.26	-	41.81	60.41	27.09	30.05	30.05
16-Mar	2018	3:00 PM	26.67	26.67	41.2	44.3	-	50.87	-	41.2	64	26.67	28.22	28.22
16-Mar	2018	4:00 PM	30.85	30.85	40.95	41.91	-	53.65	-	40.95	65.55	30.85	28.99	28.99
16-Mar	2018	5:00 PM	37.09	37.09	42.27	46.62	-	58.33	-	42.27	70.08	37.09	32	32
16-Mar	2018	6:00 PM	40.23	40.23	43.96	47.91	-	58.06	-	43.96	70.93	40.23	38	38
16-Mar	2018	7:00 PM	38.38	38.38	42.85	62.79	-	76.84	-	42.85	72.84	38.38	36.59	36.59
16-Mar	2018	8:00 PM	36.95	36.95	41.14	50.13	-	52.4	-	41.14	74.04	36.95	27.1	27.1
16-Mar	2018	9:00 PM	20.74	20.74	39.54	50.17	-	44	-	39.54	59.96	29.9	21.97	21.97
16-Mar	2018	10:00 PM	21.62	21.62	38.04	50.58	-	47.4	-	38.04	54.63	27.1	18	18
16-Mar	2018	11:00 PM	10.6	10.6	37.86	49.83	-	39.2	-	37.86	51.33	10.6	10.15	10.15
17-Mar	2018	12:00 AM	13.26	1.67	13.26	57	-	56.6	-	38.59	53.97	13.26	2.09	2.09
17-Mar	2018	1:00 AM	5.56	1.27	5.56	51	-	50.62	-	38.3	49.08	5.56	0.21	0.21
17-Mar	2018	2:00 AM	0.08	0.08	0.08	49.72	-	40.91	-	38.1	47.64	0.08	0.21	0.21
17-Mar	2018	3:00 AM	0.02	0.02	0.02	46.3	-	36.67	-	37.88	46.86	0.02	0.95	0.95
17-Mar	2018	4:00 AM	-5	-5	-5	36.46	-	36.46	-	37.66	45.91	-5	0.21	0.21
17-Mar	2018	5:00 AM	-11.86	-11.86	-11.86	36.96	-	36.96	-	37.9	47.97	-11.86	1.13	1.13
17-Mar	2018	6:00 AM	-0.71	-0.71	-0.71	52.53	-	52.16	-	37.95	51.38	-0.71	1.09	1.09
17-Mar	2018	7:00 AM	10.76	10.76	10.76	56.56	-	51.7	-	38.12	57.4	10.76	6	6
17-Mar	2018	8:00 AM	10.01	10.01	10.04	56.26	-	53.31	-	38.4	62	10.01	12.89	12.89
17-Mar	2018	9:00 AM	9.8	9.8	21.5	58.07	-	57.66	-	38.72	66.71	52.01	34.04	34.04
17-Mar	2018	10:00 AM	10	9.82	30.01	61.43	-	61.43	-	38.84	62.75	52.81	39.98	39.98
17-Mar	2018	11:00 AM	10.73	4.02	19.9	50.44	-	64.81	-	38.24	63.06	47.42	30.96	30.96
17-Mar	2018	12:00 PM	8.92	1.74	10	53.56	-	53.56	-	37.81	62.03	43.81	28.96	28.96
17-Mar	2018	1:00 PM	1.42	1.42	1.42	50.27	-	50.27	-	37.57	58.17	45.88	29.82	29.82
17-Mar	2018	2:00 PM	-0.46	-0.46	-0.46	46.52	-	46.52	-	37.22	58.81	4.9	19.63	19.63
17-Mar	2018	3:00 PM	1.78	1.78	1.78	43.09	-	43.09	-	36.78	58.86	1.78	14.59	14.59
17-Mar	2018	4:00 PM	1.58	1.58	10.05	41.7	-	46	-	36.83	60.93	4.9	15.83	15.83
17-Mar	2018	5:00 PM	6.91	6.91	37.93	42.78	-	59.78	-	37.93	63.7	37.17	22.4	22.4
17-Mar	2018	6:00 PM	12.97	12.97	39.47	47.13	-	62.98	-	39.47	66.1	62.9	40.3	40.3
17-Mar	2018	7:00 PM	13.17	13.17	38.95	73.61	-	73.61	-	38.95	69.92	68.8	36.04	36.04
17-Mar	2018	8:00 PM	1.09	1.09	37.78	63.83	-	63.83	-	37.78	65.96	50	28	28
17-Mar	2018	9:00 PM	-2.51	-2.51	37.5	57.4	-	57.4	-	37.5	60.49	1.3	12.87	12.87
17-Mar	2018	10:00 PM	2.05	2.05	2.05	57.89	-	57.89	-	37.63	57.02	42.37	6.48	6.48
17-Mar	2018	11:00 PM	-4.09	-4.09	-4.09	52.53	-	46.9	-	37.28	50.57	45	-3	0.02
18-Mar	2018	12:00 AM	-2	-2	-2	46.72	-	39	-	37.75	46.72	-2	0.02	0.03
18-Mar	2018	1:00 AM	-12.12	-12.12	-12.12	43.97	-	37.6	-	37.44	41.77	-5	0.08	0.08
18-Mar	2018	2:00 AM	-9.63	-9.63	-9.63	40.63	-	38.54	-	37.31	38.94	0.01	0.02	0.02
18-Mar	2018	3:00 AM	-9.61	-9.61	-9.61	38.75	-	38.61	-	37.37	37.28	0.01	0	0
18-Mar	2018	4:00 AM	-9.25	-9.25	-9.25	37.1	-	36.16	-	37.36	35	-5	0	0
18-Mar	2018	5:00 AM	-9.64	-9.64	-9.64	37.89	-	35.95	-	37.14	35.9	0.01	-10	0
18-Mar	2018	6:00 AM	-14.42	3.86	35.88	37.6	-	36.12	-	35.88	39.07	-2.4	-15.27	0
18-Mar	2018	7:00 AM	-27.18	6.72	36.56	36.29	-	36.29	-	36.56	41.19	0.65	-19.6	0.02
18-Mar	2018	8:00 AM	-19.95	3.78	37.03	36.8	-	36.8	-	37.03	42.46	36.46	0.21	0.21
18-Mar	2018	9:00 AM	-24.22	3.59	37.74	40.85	-	38.99	-	37.74	46.55	40.55	7.58	7.58
18-Mar	2018	10:00 AM	-29.99	9.72	37.39	47	-	36.19	-	37.39	46.9	43.9	20.17	20.17
18-Mar	2018	11:00 AM	0	9.8	36.98	45.98	-	35	-	36.98	45.64	45.98	21.09	21.09
18-Mar	2018	12:00 PM	-0.05	21.69	36.27	47.68	-	34.9	-	36.27	46.23	47.68	21.11	21.11
18-Mar	2018	1:00 PM	-18.22	31.71	35.64	44.36	-	30.1	-	35.64	43.87	39.11	15.02	15.02
18-Mar	2018	2:00 PM	-9.79	32.02	35.31	37.7	-	28	-	35.31	41.53	35.53	6.78	6.78
18-Mar	2018	3:00 PM	-22.95	35.16	35.16	33.33	-	30	-	35.16	43.29	4.9	3.01	3.01
18-Mar	2018	4:00 PM	4.74	36.28	36.28	20.1	-	35.28	-	36.28	46.99	39.1	5	5
18-Mar	2018	5:00 PM	23.11	37.49	37.49	28.13	-	38.73	-	37.49	52.78	23.11	14.73	14.73
18-Mar	2018	6:00 PM	40.38	40.38	40.38	40.38	-	40.38	-	40.38	64.36	40.38	29.78	29.78
18-Mar	2018	7:00 PM	41.06	41.06	41.06	52.11	-	74.9	-	41.06	66.07	41.06	30.2	30.2
18-Mar	2018	8:00 PM	39.78	39.78	39.78	49.7	-	49.7	-	39.78	64.53	39.78	29.98	29.98
18-Mar	2018	9:00 PM	38.05	38.05	38.06	50.5	-	50.5	-	38.06	60.1	38.05	27.57	27.57
18-Mar	2018	10:00 PM	38.06	38.06	38.06	47.48	-	47.48	-	38.06	52.51	38.06	22.4	22.4
18-Mar	2018	11:00 PM	36.88	36.88	36.88	44.99	-	44.99	-	36.88	48.83	36.88	14.25	14.25
19-Mar	2018	12:00 AM	31.09	31.09	34.1	43.63	-	43.3	-	34.1	50.52	30.05	26.4	26.4
19-Mar	2018	1:00 AM	31.2	33.05	33.05	40.8	-	40.8	-	33.05	46.07	29.73	27.5	26.94
19-Mar	2018	2:00 AM	33.35	33.35	33.35	40	-	40	-	33.35	41.41	15	27	24.09
19-Mar	2018	3:00 AM	33.44	34.27	34.27	37.7	-	37.7	-	34.27	39.21	15	26.92	23.09
19-Mar	2018	4:00 AM	31.27	31.27	36.42	37.5	-	37.5	-	36.42	39.07	15	28	27.07
19-Mar	2018	5:00 AM	38.18	38.18	39.47	40	-	40	-	39.47	47.52	38.18	34.73	33.54
19-Mar	2018	6:00 AM	50.06	50.06	48.78	53.55	-	53.55	-	43.62	59.82	50.06	52.4	52.4
19-Mar	2018	7:00 AM	59.93	52.21	52.21	65.8	-	65.8	-	52.21	67.4	59.93	67	67
19-Mar	2018	8:00 AM	63.28	60.09	60.09	67.09	-	67.09	-	60.09	70.46	63.28	64	64
19-Mar	2018	9:00 AM	53.41	52.13	52.13	71.95	-	71.95	-	52.13	69.06	53.41	57.1	57.1
19-Mar	2018	10:00 AM	48.53	47.91	47.91	66.97	-	66.5	-	47.91	67.75	48.53	53.51	53.51
19-Mar	2018	11:00 AM	46.84	45.72	45.72	55.81	-	55.41	-	45.72	67.75	46.84	50.8	50.8
19-Mar	2018	12:00 PM	47.04	43.2	45.91	51.46	-	51.46	-	45.91	62.33	47.04	48	48
19-Mar	2018	1:00 PM	47.54	42.24	42.24	48.67	-	48.67	-	42.24	59.85	47.54	47.1	47.1
19-Mar	2018	2:00 PM	45.95	41.49	41.49	45.95	-	45.95	-	41.49	60.22	45.95	47.43	47.43
19-Mar	2018	3:00 PM	50.03	41.12	41.12	50.03	-	50.03	-	41.12	60.42	50.03	49	49
19-Mar	2018	4:00 PM	50.99	41.17	41.17	50.99	-	50.99	-	41.17	67.41	50.99	52.1	52.1
19-Mar	2018	5:00 PM	57.18	42.32	42.32	57.18	-	57.18	-	42.32	67.76	57.18	60.88	60.88
19-Mar	2018	6:00 PM	73	44.79	47	73	-	73	-	47	72.97	73	74.05	74.05
19-Mar	2018	7:00 PM	98.19	41.98	41.98	98.19	-	98.19	-	41.98	75.18	98.19	76	76
19-Mar	2018	8:00 PM	59.98	40.75	40.75	59.98	-	59.98	-	40.75	67.93	59.98	66	66
19-Mar	2018	9:00 PM	48.96	40	40	50.17	-	50.17	-	40	61	48.96	50.34	50.34
19-Mar	2018	10:00 PM	42.05	39.52	39.52	49.53	-	49.53	-	39.52	55.7	42.05	42.55	42.55
19-Mar	2018	11:00 PM	37.36	37.36	37.36	46	-	46	-	37.36	52.67	37.36	35.68	35.68
20-Mar	2018	12:00 AM	38.95	38.02	38.02	42.29	-	42.29	-	38.02	47.95	38.95	38.22	38.22
20-Mar	2018	1:00 AM	37.53	37.28	37.28	37.64	-	37.64	-	37.28	44.36	37.53	36.5	36.5
20-Mar	2018	2:00 AM	37.06	37.06	37.06	39.77	-	39.77	-	37.06	42.98	37.06	35.8	35.8
20-Mar	2018	3:00 AM	36.59	36.59	36.59	36.59	-	36.59	-	36.59	41.96	36.59	35.02	34.97
20-Mar	2018	4:00 AM	36.59	36.59	36.59	36.59	-	36.59	-	36.59	41.06	36.59	33.48	33.48
20-Mar	2018	5:00 AM	38.09	38.09	38.53	39.4	-	39.4	-	38.53	46.99	29.8	36.9	36.9
20-Mar	2018	6:00 AM	42.14	41.71	41.71	51.48	-	42.5	-	41.71	55.96	42.14	45.08	45.08
20-Mar	2018	7:00 AM	49.95	49.95	49.95	63.78	-	61.98	-	49.95	67.2	49.95	53.03	53.03
20-Mar	2018	8:00 AM	49.85	49.85	49.85	71.04	-	69.31	-	49.85	70.81	49.85	52.99	52.99
20-Mar	2018	9:00 AM	42.95	42.95	43.42	69.66	-	69.17	-	43.42	70.56	42.95	47.07	47.07
20-Mar	2018	10:00 AM	38.02	38.02	43.15	68.55	-	39.61	-	43.15	68.09	38.02	40.54	40.54
20-Mar	2018	11:00 AM	38.09	38.09	42.56	44.22	-	39.5	-	42.56	66.05	38.09	38.23	38.23
20-Mar	2018	12:00 PM	38	38	42.09	39.87	-	39	-	42.09	59.27	38	36.49	36.49
20-Mar	2018	1:00 PM	36.48	38.2	41.72	37.39	-	39	-	41.72	58.86	36.48	37.95	37.95
20-Mar	2018	2:00 PM	37.08	38.47	41.4	38.05	-	39.74	-	41.4	62.08	37.08	38	38
20-Mar	2018	3:00 PM	36.74	38.38	41.22	37.76	-	39.5	-	41.22	64.09	36.74	39.82	39.82
20-Mar	2018	4:00 PM	38.09	38.09	41.29	38.79	-	40	-	41.29	65.26	38.09	43.53	43.53
20-Mar	2018	5:00 PM	47.12	47.12	45.99	47.12	-	47.12	-	45.99	65.04	47.12	50.01	50.01
20-Mar	2018	6:00 PM	56.92	56.92	56.92	56.92	-	56.92	-	56.92	66.99	56.92	62.95	62.95
20-Mar	2018	7:00 PM	64.92	63.52	63.52	74.8	-	92.49	-	63.36	72.36	64.92	69.82	69.82
20-Mar	2018	8:00 PM	54.88	50.06	50.06	58.56	-	65	-	50.06	65.4	54.88	56.22	56.22
20-Mar	2018	9:00 PM	50.25	45.96	45.96	50.25	-	50.25	-	45.96	57.42	50.25	47.28	47.28
20-Mar	2018	10:00 PM	44.72	41.86	41.86	46.6	-	46.6	-	41.86	55.06	44.72	44.97	44.97
20-Mar	2018	11:00 PM	39.6	39.6	39.6	44.82	-	44.82	-	39.6	49.92	39.6	39.24	39.24
