Date;Time of day;Germany/Austria/Luxembourg[Euro/MWh];Denmark 1[Euro/MWh];Denmark 2[Euro/MWh];France[Euro/MWh];Northern Italy[Euro/MWh];Netherlands[Euro/MWh];Poland[Euro/MWh];Sweden 4[Euro/MWh];Switzerland[Euro/MWh];Slovenia[Euro/MWh];Czech Republic[Euro/MWh];Hungary[Euro/MWh]
Aug 30, 2017;3:00 PM;32.14;37.92;48.01;44.01;79.74;32.14;-;48.01;43.8;79.74;34;62.45
Aug 30, 2017;4:00 PM;37.4;37.4;42.56;37.4;83.59;37.4;-;42.56;45.38;83.59;37.35;71.59
Aug 30, 2017;5:00 PM;40.56;40.56;42.46;40.56;87.99;40.56;-;42.46;43.14;87.99;40.99;64.62
Aug 30, 2017;6:00 PM;42.39;41.37;41.37;42.39;87;42.39;-;41.37;44.04;87;42.5;60.11
Aug 30, 2017;7:00 PM;42.4;40.07;40.07;42.4;96.27;42.4;-;40.07;44.06;96.27;44.16;93.91
Aug 30, 2017;8:00 PM;41.39;39.49;39.49;41.39;97.55;41.39;-;39.49;44.62;97.55;42;101.16
Aug 30, 2017;9:00 PM;37.04;37.04;37.04;37.04;94.95;37.04;-;37.04;42.07;94.95;38.7;60.02
Aug 30, 2017;10:00 PM;32.48;32.48;32.48;34.39;60;34;-;32.48;40.96;60;34.17;63.91
Aug 30, 2017;11:00 PM;30.89;30.57;30.57;33.27;52.37;32.4;-;30.57;40.34;52.37;31.1;44.87
Aug 31, 2017;12:00 AM;31;30.57;30.57;31;51.35;31;-;30.57;39.4;51.35;31.24;53.52
Aug 31, 2017;1:00 AM;29.97;29.97;29.97;29.97;49.86;29.97;-;29.97;32.91;41.91;29.5;38.93
Aug 31, 2017;2:00 AM;29.75;29.75;29.75;29.75;46.77;29.75;-;29.75;29.44;40.11;28.6;31.59
Aug 31, 2017;3:00 AM;28.83;29.25;29.25;28.83;45.91;28.83;-;29.25;29.27;40.11;28.21;30.88
Aug 31, 2017;4:00 AM;28.89;29.54;29.54;28.89;45.91;28.89;-;29.54;29.18;45.91;28.5;33.05
Aug 31, 2017;5:00 AM;30.06;30.06;30.42;30.06;48;30.06;-;30.42;29.12;48;30.5;46.01
Aug 31, 2017;6:00 AM;34.15;34.15;33.79;34.15;51.35;34.15;-;33.79;30.2;51.35;35.9;54.36
Aug 31, 2017;7:00 AM;39.92;39.92;39.92;39.92;58.15;39.92;-;39.92;36.07;58.15;42.3;64.59
Aug 31, 2017;8:00 AM;43.28;43.28;45.75;43.28;65;43.28;-;45.75;41.98;65;46.5;79.9
Aug 31, 2017;9:00 AM;44.92;44.92;48.07;44.92;68;44.92;-;48.07;46.1;68;46.5;86.98
Aug 31, 2017;10:00 AM;44.08;48.43;49.04;44.08;61.76;44.08;-;49.04;46.17;61.76;45.3;85.92
Aug 31, 2017;11:00 AM;44.8;46.4;47.49;44.8;65;44.8;-;47.49;45.33;65;44.5;86.98
Aug 31, 2017;12:00 PM;42.98;44.34;46.72;45.72;55;42.98;-;46.72;44.95;55;40.99;86.98
Aug 31, 2017;1:00 PM;41.97;42.52;45.8;45.71;54.01;41.97;-;45.8;44.52;54.01;39.99;86.98
Aug 31, 2017;2:00 PM;40.06;42.41;42.41;45.56;62;40.06;-;42.41;45.92;62;38.45;80.55
Aug 31, 2017;3:00 PM;41.97;41.97;42.01;43.94;71.7;41.97;-;42.01;45.86;71.7;41.99;77.6
Aug 31, 2017;4:00 PM;41.94;40.19;40.19;43.16;72.66;41.94;-;40.19;44.53;72.66;43.4;85.29
Aug 31, 2017;5:00 PM;42.05;41.9;41.9;42.05;59.9;42.05;-;41.9;43.02;59.9;43.99;79.19
Aug 31, 2017;6:00 PM;43.6;43.08;43.08;43.6;58.15;43.6;-;43.08;43.96;58.15;44.99;71.55
Aug 31, 2017;7:00 PM;43.8;41.4;41.4;43.8;65;43.8;-;41.4;45.13;65;46.79;89.93
Aug 31, 2017;8:00 PM;44.09;42.64;42.64;44.09;74.3;44.09;-;42.64;46.63;74.3;45.76;98.13
Aug 31, 2017;9:00 PM;41.92;38.69;38.69;41.92;55;41.92;-;38.69;44.95;55;41.46;64.59
Aug 31, 2017;10:00 PM;35.59;35.36;35.36;40.9;52.34;35.59;-;35.36;42.35;52.34;37.69;54.36
Aug 31, 2017;11:00 PM;33.41;32.53;32.53;37.48;50.56;39.02;-;32.53;39.91;50.56;34.01;43.88
Sep 1, 2017;12:00 AM;33.09;32.03;31.82;33.09;50.15;33.09;-;31.82;37.02;33.09;33;33.08
Sep 1, 2017;1:00 AM;31.07;31.07;30.95;31.07;49.86;31.07;-;30.95;33.17;31.07;31.01;33.31
Sep 1, 2017;2:00 AM;29.89;29.89;30.21;29.89;46.94;29.89;-;30.21;31.21;29.89;30.91;30.91
Sep 1, 2017;3:00 AM;29.64;29.64;29.64;29.64;46.91;29.64;-;29.64;30.64;29.64;29.6;30.25
Sep 1, 2017;4:00 AM;29.65;29.65;30.46;29.65;45.67;29.65;-;30.46;30.06;29.65;30;30.55
Sep 1, 2017;5:00 AM;31.71;31.71;31.51;31.71;48.03;31.71;-;31.51;30.06;31.71;32.29;40.09
Sep 1, 2017;6:00 AM;36.04;36.04;36.04;36.04;50;36.04;-;35.43;31.8;50;36.65;48.72
Sep 1, 2017;7:00 AM;43.46;41.05;41.05;43.46;54.5;43.46;-;41.05;37.07;54.5;43;48.74
Sep 1, 2017;8:00 AM;45.83;45.83;45.83;45.83;75.79;45.83;-;45.83;43.73;75.79;46;56.03
Sep 1, 2017;9:00 AM;45.12;45.12;46.03;45.12;80.29;45.12;-;46.03;46.81;80.29;47.5;57.51
Sep 1, 2017;10:00 AM;44.9;44.9;47.81;44.9;75.79;44.9;-;47.81;47.7;75.79;47.1;54.94
Sep 1, 2017;11:00 AM;45.02;45.02;49.16;45.02;75.79;45.02;-;49.16;47.78;75.79;46.99;54.39
Sep 1, 2017;12:00 PM;44.87;44.05;48.95;44.87;60.95;44.87;-;48.95;46.77;60.95;45.1;52.1
Sep 1, 2017;1:00 PM;43.09;38.79;45.75;43.09;58;43.09;-;45.75;44.71;58;43.8;51.06
Sep 1, 2017;2:00 PM;39.91;37.17;44.94;39.91;65.53;39.91;-;44.94;43.53;65.53;41.2;49.84
Sep 1, 2017;3:00 PM;38.93;38.63;42.86;38.93;74.75;38.93;-;42.86;41.75;74.75;41.1;50.13
Sep 1, 2017;4:00 PM;38.56;38.56;42.21;38.56;74.75;38.56;-;42.21;40.83;74.75;41.4;49.84
Sep 1, 2017;5:00 PM;40.36;39.36;42.68;40.36;55.15;40.36;-;42.68;41.4;55.15;43.11;45.14
Sep 1, 2017;6:00 PM;42.2;42.2;42.2;42.2;54.01;42.2;-;42.2;43.06;42.2;44.5;46.24
Sep 1, 2017;7:00 PM;43.74;43.74;43.74;43.74;55;43.74;-;43.74;44.35;43.74;45.71;49.95
Sep 1, 2017;8:00 PM;43.95;43.95;43.95;43.95;55.01;43.95;-;43.95;44.79;55.01;44.8;56.01
Sep 1, 2017;9:00 PM;39.4;39.36;39.36;39.4;51.49;39.4;-;39.2;44.2;39.4;41;42.06
Sep 1, 2017;10:00 PM;36.21;36.21;36.21;38.13;49.35;36.81;-;36.21;41.57;36.21;35.91;38.72
Sep 1, 2017;11:00 PM;34.51;34.51;34.51;34.51;47;34.51;-;34.44;38.71;34.51;34.01;35.49
Sep 2, 2017;12:00 AM;32.22;32.22;32.22;32.22;48.06;32.22;-;32.22;36.18;32.22;32;34.67
Sep 2, 2017;1:00 AM;31.73;31.73;31.29;31.73;45.12;31.73;-;31.29;33.75;31.73;30;31.59
Sep 2, 2017;2:00 AM;30.06;30.06;30.85;30.06;42.32;30.06;-;30.85;31.87;30.06;29.5;31.01
Sep 2, 2017;3:00 AM;29.64;30.62;30.62;29.64;42.32;29.64;-;30.62;30.68;29.64;28.6;29.4
Sep 2, 2017;4:00 AM;29.48;30.7;30.7;28.83;42.32;30.6;-;30.7;29.69;29.48;28.5;30.1
Sep 2, 2017;5:00 AM;29.99;30.7;30.7;29.99;42.5;29.99;-;30.7;29.18;29.99;28.57;30.28
Sep 2, 2017;6:00 AM;31.1;31.1;31.1;31.1;45.12;31.1;-;31.1;29.55;39.71;29;40.95
Sep 2, 2017;7:00 AM;32.39;32.39;32.39;32.39;49.92;32.39;-;32.39;30.51;32.39;32.4;37.47
Sep 2, 2017;8:00 AM;35.1;35.1;35.1;35.1;49.86;35.1;-;35.1;32.21;49.86;36.2;42.29
Sep 2, 2017;9:00 AM;38;38;38;38;48;38;-;38;34.53;48;38.11;49.88
Sep 2, 2017;10:00 AM;38.15;38.15;38.15;38.15;45.12;38.15;-;38.15;36.49;45.12;38;49.88
Sep 2, 2017;11:00 AM;38.03;38.03;38.03;38.03;42.5;38.03;-;38.03;36.18;42.5;37.41;52.04
Sep 2, 2017;12:00 PM;35.37;35.37;35.37;35.37;41.47;35.37;-;35.37;35.58;41.47;34.03;51.96
Sep 2, 2017;1:00 PM;33;33;33.91;33;36.46;33;-;33.91;33.59;36.46;33;45.53
Sep 2, 2017;2:00 PM;31.78;31.78;33.08;31.78;35.5;31.78;-;33.08;33;35.5;31.9;40.95
Sep 2, 2017;3:00 PM;30.97;31.3;32.5;30.97;38.64;30.97;-;32.5;32.09;38.64;32.19;43.14
Sep 2, 2017;4:00 PM;31.5;31.5;32.44;31.5;39.78;31.5;-;32.44;31.56;39.78;32.5;41.88
Sep 2, 2017;5:00 PM;32.99;32.99;33.94;32.99;42.32;32.99;-;33.94;32.06;42.32;35;40.74
Sep 2, 2017;6:00 PM;37.25;37.25;37.25;37.25;45.12;37.25;-;37.25;34.19;41.3;38.01;41.04
Sep 2, 2017;7:00 PM;40.32;40.32;40.32;40.32;49.86;40.32;-;40.32;38.32;49.86;40.5;50.57
Sep 2, 2017;8:00 PM;40.52;40.52;40.52;40.52;49.86;40.52;-;40.52;39.85;49.86;41.03;55.95
Sep 2, 2017;9:00 PM;38.02;38.02;38.02;38.02;46.28;38.02;-;37.08;39.97;38.02;38.4;39.58
Sep 2, 2017;10:00 PM;35.65;35.65;34.61;35.65;42.57;35.65;-;34.61;38.1;35.65;34.71;35.52
Sep 2, 2017;11:00 PM;31.02;31.02;32.05;34.33;41.99;34.33;-;32.05;36.63;31.02;31.36;32.08
Sep 3, 2017;12:00 AM;32.85;32.85;32.29;32.85;39.71;32.85;-;32.29;33.78;32.85;30.32;30.47
Sep 3, 2017;1:00 AM;27.84;30.86;31.41;37.53;37.53;37.53;-;31.41;32.47;27.84;28.32;28.64
Sep 3, 2017;2:00 AM;29.8;31;31;29.8;34.39;29.8;-;31;30.3;29.8;26.23;26.25
Sep 3, 2017;3:00 AM;28.12;30.77;30.77;28.12;33.97;29.78;-;30.77;29.39;28.12;25.5;25.5
Sep 3, 2017;4:00 AM;27.6;30.62;30.62;27.6;33.79;29.64;-;30.62;27.54;27.6;25.6;25.6
Sep 3, 2017;5:00 AM;27.64;30.44;30.44;26.92;35;29;-;30.44;27.15;27.64;25.28;25.28
Sep 3, 2017;6:00 AM;28.08;30.98;30.98;28.08;35;29.99;-;30.98;27.05;28.08;25.1;25.1
Sep 3, 2017;7:00 AM;27.63;31.21;32.18;25.84;36.84;30.9;-;32.18;27.15;27.63;26.4;26.64
Sep 3, 2017;8:00 AM;29.45;31.06;33.37;29.45;34.1;29.45;-;33.37;27.42;34.1;27.9;29.57
Sep 3, 2017;9:00 AM;30.25;31.25;34.4;30.25;35.05;30.25;-;34.4;29.58;35.05;27.88;33.71
Sep 3, 2017;10:00 AM;29.32;31.26;34.64;29.32;36.85;30.26;-;34.64;29.56;36.85;27;33.08
Sep 3, 2017;11:00 AM;30.09;31.26;34.48;30.09;33.3;30.26;-;34.48;27.96;33.3;27.6;33.08
Sep 3, 2017;12:00 PM;30.7;31.45;34.46;30.7;32.7;30.7;-;34.46;27.97;32.7;25.9;30.95
Sep 3, 2017;1:00 PM;26.26;31.14;33.46;26.26;26.26;29.9;-;33.46;27.15;26.26;25.49;28.14
Sep 3, 2017;2:00 PM;25.95;31.07;32.64;25.95;25.95;30;-;32.64;26.06;25.95;25.25;27.35
Sep 3, 2017;3:00 PM;25;31.14;32.34;25;28.49;30.15;-;32.34;24.93;25;25.3;27.94
Sep 3, 2017;4:00 PM;26.46;31.22;32.32;26.46;35.81;30.22;-;32.32;23.6;26.46;26.25;30.04
Sep 3, 2017;5:00 PM;29.73;33.46;33.46;29.73;39.7;30;-;33.46;26.65;29.73;29.86;33.09
Sep 3, 2017;6:00 PM;34.15;34.15;35.01;34.15;45.07;34.15;-;35.01;30.7;34.15;35.18;37.92
Sep 3, 2017;7:00 PM;38.88;38.88;38.02;38.88;51.35;38.88;-;38.02;34.87;50.1;39.5;52.1
Sep 3, 2017;8:00 PM;42.27;42.27;42.27;42.27;58;42.27;-;42.27;39.45;50.1;41.31;55.49
Sep 3, 2017;9:00 PM;39.91;39.91;39.91;39.91;55.15;39.91;-;37.51;40.82;39.91;39.8;40.94
Sep 3, 2017;10:00 PM;38.42;38.42;38.42;38.42;50.56;38.42;-;33.81;39.43;38.42;36.79;36.79
Sep 3, 2017;11:00 PM;33.43;33.43;33.43;33.43;46.77;33.43;-;32.27;37.27;33.43;32.9;32.9
Sep 4, 2017;12:00 AM;31.03;31.03;30.89;31.03;42.57;31.03;-;30.89;33.79;31.03;29.8;29.8
Sep 4, 2017;1:00 AM;29.72;29.72;30.37;29.72;39.72;29.72;-;30.37;32;29.72;28.17;28.17
Sep 4, 2017;2:00 AM;29.41;29.95;29.95;29.41;39.64;29.41;-;29.95;30.97;29.41;27.83;27.83
Sep 4, 2017;3:00 AM;27.77;29.84;29.84;27.06;41.47;29;-;29.84;28.01;27.77;27.06;27.06
Sep 4, 2017;4:00 AM;28.09;28.09;30.29;28.09;41.47;28.09;-;30.29;27.07;28.09;27.13;27.7
Sep 4, 2017;5:00 AM;30.4;30.4;30.8;30.4;42.57;30.4;-;30.8;27.16;30.4;29.33;30.15
Sep 4, 2017;6:00 AM;39.67;39.67;38.27;39.67;47.97;39.67;-;38.27;29.94;39.67;39.48;40.92
Sep 4, 2017;7:00 AM;43.92;43.92;44.92;43.92;52;43.92;-;44.92;38.32;52;43.2;49.88
Sep 4, 2017;8:00 AM;42.95;42.95;52.06;42.95;55.51;42.95;-;52.06;43;52.1;45;49.84
Sep 4, 2017;9:00 AM;42.04;42.04;49.1;42.04;53.78;42.04;-;49.1;44.77;42.5;43.5;46.24
Sep 4, 2017;10:00 AM;38.85;38.85;50.08;38.85;51.78;38.85;-;50.08;43.64;49.23;40.57;47.01
Sep 4, 2017;11:00 AM;35.17;35.17;48;35.83;51;35.83;-;48;40.81;51;38.7;42.19
Sep 4, 2017;12:00 PM;32.36;32.36;48.04;35.49;47;35.49;-;48.04;40.32;47;35.6;45.85
Sep 4, 2017;1:00 PM;32.95;32.95;42.2;36.24;46.15;40.1;-;42.2;38.88;46.15;34.6;41.51
Sep 4, 2017;2:00 PM;33.23;33.23;39.19;35.74;47.76;40.59;-;39.19;40.3;47.76;33.44;42.06
Sep 4, 2017;3:00 PM;35.26;35.26;39.17;35.44;50.05;35.79;-;39.17;40.31;50.05;35.58;39.56
Sep 4, 2017;4:00 PM;36.6;36.6;39.18;36.6;54.77;36.6;-;39.18;40.06;49.32;37.75;39.14
Sep 4, 2017;5:00 PM;39.23;39.23;40.76;39.23;51.78;39.23;-;40.76;40.13;42.5;42;42.05
Sep 4, 2017;6:00 PM;42.91;42.91;42.91;42.91;52.42;42.91;-;42.91;41.77;42.91;44.6;45.03
Sep 4, 2017;7:00 PM;45.48;45.48;45.48;45.48;57.75;45.48;-;45.48;44.9;45.48;47.9;50.49
Sep 4, 2017;8:00 PM;45.71;45.71;45.71;45.71;61.73;45.71;-;45.71;47.51;59.25;48;58.91
Sep 4, 2017;9:00 PM;42.3;42.3;42.3;42.3;52.42;42.3;-;40.56;46.94;42.3;43.6;43.71
Sep 4, 2017;10:00 PM;38.93;38.93;38.93;38.93;51.06;38.93;-;36.93;43.04;38.93;38;38.43
Sep 4, 2017;11:00 PM;33.22;33.22;33.22;33.22;47.76;33.22;-;33.22;39.17;33.22;32.3;32.3
Sep 5, 2017;12:00 AM;31.92;31.92;31.52;31.92;46.13;31.92;-;31.52;35.17;31.92;32;33.12
Sep 5, 2017;1:00 AM;29.93;29.93;30.42;29.93;43.6;29.93;-;30.42;32.99;29.93;31.2;31.2
Sep 5, 2017;2:00 AM;29.7;30.24;30.24;29.7;42.57;29.7;-;30.24;31.52;29.7;30;30
Sep 5, 2017;3:00 AM;29.62;30.24;30.24;29.62;42.5;29.62;-;30.24;30.63;29.62;28.9;29.19
Sep 5, 2017;4:00 AM;29.68;30.03;30.4;29.68;42.5;29.68;-;30.4;29.99;32.37;29.4;32.18
Sep 5, 2017;5:00 AM;31.02;31.02;31.04;31.02;43.26;31.02;-;31.04;30.08;43.26;31.91;44.42
Sep 5, 2017;6:00 AM;36.37;36.37;36.37;36.37;51.78;36.37;-;36.37;31.95;51.78;38.7;52.94
Sep 5, 2017;7:00 AM;42.39;48.95;48.95;42.39;54.04;42.39;-;48.95;39.01;54.04;44.47;55.97
Sep 5, 2017;8:00 AM;44.05;66.84;66.84;44.05;80.85;44.05;-;66.84;42.87;80.85;45;60.97
Sep 5, 2017;9:00 AM;42.93;50.07;66.9;42.93;77.04;42.93;-;66.9;44.41;77.04;44;61.04
Sep 5, 2017;10:00 AM;41.26;41.26;67.61;41.26;62;41.26;-;67.61;43.73;62;41.2;60
Sep 5, 2017;11:00 AM;41.76;41.76;69.88;41.76;65;41.76;-;69.88;41.73;65;38.5;60.51
Sep 5, 2017;12:00 PM;38.49;38.49;69.18;38.49;53.93;38.49;-;69.18;39.83;53.93;35.5;71.61
Sep 5, 2017;1:00 PM;37.25;37.25;50.35;37.25;51;37.25;-;50.35;38.05;51;35;64.64
Sep 5, 2017;2:00 PM;36.67;36.67;50.09;36.67;57.52;36.67;-;50.09;39.33;57.52;35.28;60.94
Sep 5, 2017;3:00 PM;38.43;38.43;50.08;38.43;60.95;38.43;-;50.08;38.52;60.95;36.66;59.92
Sep 5, 2017;4:00 PM;39.05;39.05;53.57;39.05;54.82;39.05;-;53.57;38.73;54.82;38.15;60.08
Sep 5, 2017;5:00 PM;40.56;40.56;53.63;40.56;55.15;40.56;-;53.63;39.58;55.15;41.5;57.28
Sep 5, 2017;6:00 PM;43.04;43.04;48.44;43.04;52.42;43.04;-;48.44;41.33;52.42;44.32;52.87
Sep 5, 2017;7:00 PM;44.22;44.22;54.92;44.22;55.04;44.22;-;54.92;43.83;55.04;46.57;70.14
Sep 5, 2017;8:00 PM;44.97;44.97;48.44;44.97;55.43;44.97;-;48.44;44.97;55.43;45.9;72.6
Sep 5, 2017;9:00 PM;40.4;40.4;40.4;40.4;51.7;40.4;-;40.4;44.03;51.7;41.9;56.02
Sep 5, 2017;10:00 PM;37.25;37.25;37.25;37.25;47.99;37.25;-;37.25;41.45;47.99;37.56;54.21
Sep 5, 2017;11:00 PM;32.97;32.97;32.97;32.97;46.08;32.97;-;32.97;38.08;46.08;32.4;49.84
Sep 6, 2017;12:00 AM;29.47;29.47;30.6;29.47;45.99;29.47;-;30.6;32.9;29.47;30.43;35
Sep 6, 2017;1:00 AM;29.06;29.06;30.33;29.06;42.57;29.06;-;30.33;31.2;29.06;30;31.84
Sep 6, 2017;2:00 AM;27.83;29.75;29.97;27.83;42.32;27.83;-;29.97;30.16;27.83;29;29.6
Sep 6, 2017;3:00 AM;26.19;29.83;30.5;26.19;41.47;26.19;-;30.5;29.06;26.19;28;28.73
Sep 6, 2017;4:00 AM;26.42;26.42;31.18;24.21;41.47;25.95;-;31.18;28.43;26.42;28.15;33.08
Sep 6, 2017;5:00 AM;29.19;29.19;31.26;28.21;43;28.98;-;31.26;28.42;43;30.5;41.13
Sep 6, 2017;6:00 AM;36.32;36.32;36.32;36.32;51.64;36.32;-;36.32;29.77;51.64;36.89;54.04
Sep 6, 2017;7:00 AM;42.02;47.19;47.19;42.02;52.64;42.02;-;47.19;36.18;52.64;43.2;57.21
Sep 6, 2017;8:00 AM;43.73;57.91;57.91;43.73;52.64;43.73;-;57.91;41.49;52.64;45.5;65.36
Sep 6, 2017;9:00 AM;43;60.1;60.1;43;52.64;43;-;60.1;43.5;52.64;44.6;64.64
Sep 6, 2017;10:00 AM;41;63.35;67.99;41;52;41;-;67.99;42.97;52;43.1;60.02
Sep 6, 2017;11:00 AM;40.07;50.07;80.43;40.07;51.64;40.07;-;80.43;41.88;51.64;41.5;59.05
Sep 6, 2017;12:00 PM;35.92;35.92;76.05;37.34;47.45;35.92;-;76.05;41.76;47.45;38.5;52.02
Sep 6, 2017;1:00 PM;29.88;33.52;50.02;38.22;47.45;30;-;50.02;39.68;47.45;36.8;53.03
Sep 6, 2017;2:00 PM;27.9;31;48.65;37.2;51.63;31;-;48.65;39.82;51.63;34.05;50.65
Sep 6, 2017;3:00 PM;23.81;30.69;44.56;36.89;52.3;31;-;44.56;39.27;52.3;33.7;54.76
Sep 6, 2017;4:00 PM;22.06;30.6;46.44;35.7;55.75;30.9;-;46.44;38.71;55.75;32.5;58.08
Sep 6, 2017;5:00 PM;26.81;30.58;44.89;32.54;52.3;41.2;-;44.89;38.63;52.3;33;58.02
Sep 6, 2017;6:00 PM;29.65;29.65;43.07;35.41;52.64;42;-;43.07;37.96;52.64;34.35;52.88
Sep 6, 2017;7:00 PM;35.92;33.81;46.13;38.13;53.64;44.15;-;46.13;38.51;53.64;38.7;63.42
Sep 6, 2017;8:00 PM;35.96;35.96;42.43;41.69;56.5;60;-;42.43;39.82;56.5;40.2;69.7
Sep 6, 2017;9:00 PM;30.96;30.96;35.56;41.24;52.42;62.5;-;35.56;39.92;52.42;33.3;55.48
Sep 6, 2017;10:00 PM;29.67;29.67;31.95;43.36;47.5;42.1;-;31.95;39.48;47.5;29.56;50.94
Sep 6, 2017;11:00 PM;22.07;22.07;31.01;42.08;46.07;34.8;-;31.01;39.56;46.07;24.5;46.03
Sep 7, 2017;12:00 AM;21.54;21.54;29.81;27.86;47.38;36.2;-;29.81;36.75;42.11;19.6;35.37
Sep 7, 2017;1:00 AM;14.96;14.96;29.04;20.85;44.5;38.4;-;29.04;30.32;42.11;18.1;34.21
Sep 7, 2017;2:00 AM;13.12;13.12;28.5;17.79;42.57;33.9;-;28.5;28.46;38.2;15;28.05
Sep 7, 2017;3:00 AM;11.76;25.09;28.53;14.88;42.57;29.8;-;28.53;25.46;35;12.89;25
Sep 7, 2017;4:00 AM;13.82;16.99;28.85;16.1;43.47;30;-;28.85;20.54;40.24;14.62;30.24
Sep 7, 2017;5:00 AM;22.01;22.01;29.06;23.62;47.09;31.6;-;29.06;20.46;42.11;22.38;35.35
Sep 7, 2017;6:00 AM;34.63;34.63;34.63;35.3;51.64;38.31;-;34.63;26.86;51.64;32.3;46.8
Sep 7, 2017;7:00 AM;40.68;40.68;42.87;40.68;52.63;40.68;-;42.87;34.6;52.63;39.24;52.09
Sep 7, 2017;8:00 AM;39.94;35.33;49.91;41.62;58;50;-;49.91;39.23;58;39.6;52.1
Sep 7, 2017;9:00 AM;39.95;35.28;49.98;40.47;67.79;43;-;49.98;40.5;51.1;39.01;51.99
Sep 7, 2017;10:00 AM;37.48;37.48;50.35;40.06;62.01;52.9;-;50.35;39.75;46.4;37.99;50
Sep 7, 2017;11:00 AM;38.98;38.98;49.99;40.03;56;45.1;-;49.99;39.99;51.1;37.85;52.02
Sep 7, 2017;12:00 PM;37.41;37.41;52.93;38.22;51.09;42.12;-;52.93;40.34;51.09;35.9;52.05
Sep 7, 2017;1:00 PM;36.8;36.8;43.04;36.8;61.6;36.8;-;43.04;39.06;61.6;34.6;53.91
Sep 7, 2017;2:00 PM;36.11;36.11;45;36.11;70.04;36.11;-;45;38.95;70.04;32.9;54.97
Sep 7, 2017;3:00 PM;36.73;36.73;49.69;36.73;73.46;36.73;-;49.69;37.95;67.09;33.54;57.09
Sep 7, 2017;4:00 PM;37.71;37.71;49.94;37.71;58;37.71;-;49.94;37.14;51.1;34.75;56.31
Sep 7, 2017;5:00 PM;40.37;40.37;49.07;40.37;57;40.37;-;49.07;36.45;51.09;39.1;54.09
Sep 7, 2017;6:00 PM;42.67;42.67;44.81;42.67;52.63;42.67;-;44.81;38.05;52.63;43;53.96
Sep 7, 2017;7:00 PM;45.22;45.22;50.99;45.22;55.15;45.22;-;50.99;41.86;55.15;45.09;75.94
Sep 7, 2017;8:00 PM;45.99;45.99;49.79;45.99;55;45.99;-;49.79;43.19;55;45.91;73.1
Sep 7, 2017;9:00 PM;41.02;41.02;41.02;41.02;51.78;41.02;-;41.02;43.63;42.2;41.5;51
Sep 7, 2017;10:00 PM;38.78;38.78;38.78;38.78;47.5;38.78;-;37.14;41.04;42.2;38.2;46.5
Sep 7, 2017;11:00 PM;33.99;33.99;33.99;33.99;47;33.99;-;32.79;38.44;33.99;32.4;38.99
Sep 8, 2017;12:00 AM;29.92;29.92;32.05;29.92;47.96;29.92;-;32.05;35.01;38.21;28.57;34.58
Sep 8, 2017;1:00 AM;27.01;27.01;30.39;27.01;47.58;27.01;-;30.39;29.69;38.21;25.93;31.04
Sep 8, 2017;2:00 AM;23.95;29.06;29.55;23.95;45.56;23.95;-;29.55;25.96;23.95;22.31;28.71
Sep 8, 2017;3:00 AM;19;29.02;29.7;19;45.43;19;-;29.7;22.97;38.2;20.6;30.35
Sep 8, 2017;4:00 AM;14.09;29;30.36;14.09;45.54;14.09;-;30.36;20.69;42.11;22.3;35.05
Sep 8, 2017;5:00 AM;22.24;22.24;31.45;22.24;47.99;22.24;-;31.45;21.02;47.99;25.53;47.12
Sep 8, 2017;6:00 AM;32.96;32.96;33.31;32.96;52.42;32.96;-;33.31;24.29;52.42;34.61;57.7
Sep 8, 2017;7:00 AM;35.93;35.93;49.6;35.93;53.25;35.93;-;49.6;32.53;53.25;38.03;53.78
Sep 8, 2017;8:00 AM;35.14;35.14;56.72;38.53;54;37.71;-;56.72;37.19;54;36.56;58.28
Sep 8, 2017;9:00 AM;31.02;31.02;56.88;39.05;55.15;37.31;-;56.88;39.73;55.15;34;54.37
Sep 8, 2017;10:00 AM;29.91;29.91;50.1;39.56;52.42;43;-;50.1;40.03;52.42;31;58
Sep 8, 2017;11:00 AM;22.88;29.78;50.05;39.4;51.7;43;-;50.05;40.17;51.7;28.8;58.85
Sep 8, 2017;12:00 PM;19.04;29.72;45.54;38.7;48;43.36;-;45.54;40.25;48;26.5;56.11
Sep 8, 2017;1:00 PM;17.99;29.68;38.64;37.01;47.17;49.26;-;38.64;39.6;47.17;24.82;54.99
Sep 8, 2017;2:00 PM;15.03;29.66;36.43;34;47.58;50.9;-;36.43;38.67;47.58;27.01;55.04
Sep 8, 2017;3:00 PM;22.05;29.49;34.89;31.2;48.89;50;-;34.89;36.48;48.89;27;53.7
Sep 8, 2017;4:00 PM;24.3;29.85;34.7;30.04;51.64;43;-;34.7;36.03;51.64;27;53.09
Sep 8, 2017;5:00 PM;30.36;30.36;34.75;31.29;51.78;35.12;-;34.75;33.44;51.78;32;52.19
Sep 8, 2017;6:00 PM;33.98;33.98;34.09;33.98;53.25;33.98;-;34.09;34.96;53.25;33.71;52.19
Sep 8, 2017;7:00 PM;35.97;35.97;35.97;35.97;58.15;35.97;-;35.97;36.88;58.15;37;51.1
Sep 8, 2017;8:00 PM;37.31;37.31;37.31;37.31;57.2;37.31;-;37.31;38.1;57.2;39;50.04
Sep 8, 2017;9:00 PM;34;33.02;33.02;34;52.64;34;-;33.02;38.86;52.64;34.9;44.71
Sep 8, 2017;10:00 PM;30.86;30.86;30.86;34.22;48;40.1;-;30.86;36.86;48;32;36.34
